SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,155 Ferris Ave Unit 6G,White Plains,NY,10603,129000,1,1.0,Summit House,750,112738,1967,102,172,714,Active,,,http://www.redfin.com/NY/White-Plains/155-Ferris-Ave-10603/unit-6G/home/170570069,OneKey,H6001733,N,Y,41.0407808,-73.7745374
MLS Listing,,Single Family Residential,25 Fairview Rd,Scarsdale,NY,10583,3495000,7,6.0,Scarsdale,7106,21209,2020,103,492,,Active,,,http://www.redfin.com/NY/Scarsdale/25-Fairview-Rd-10583/home/20058506,OneKey,H5127445,N,Y,41.011832,-73.7754336
MLS Listing,,Condo/Co-op,13 Bryant Cres Unit 1A,White Plains,NY,10605,68000,0,1.0,Bryant Gardens,450,,1952,107,151,623,Active,,,http://www.redfin.com/NY/White-Plains/13-Bryant-Cres-10605/unit-1A/home/53614424,OneKey,H6011914,N,Y,41.0189491,-73.7511601
MLS Listing,,Condo/Co-op,5 Renaissance Sq Unit 14F,White Plains,NY,10601,1150000,2,2.5,Residences Ritz Carlton,1534,,2008,108,750,1684,Active,,,http://www.redfin.com/NY/White-Plains/5-Renaissance-Sq-10601/unit-14F/home/26767520,OneKey,H6012884,N,Y,41.0333686,-73.7678268
MLS Listing,,Condo/Co-op,1 Renaissance Sq Ph 2C,White Plains,NY,10601,2599000,2,3.5,The Ritz Carlton,3664,,2007,109,709,4323,Active,,,http://www.redfin.com/NY/White-Plains/1-Renaissance-Sq-10601/unit-2C/home/170509153,OneKey,H6011351,N,Y,41.0331361,-73.7675935
MLS Listing,,Single Family Residential,15 Quincy Ln,White Plains,NY,10605,899000,4,2.5,Bloomingdale Estates,2709,12545,1980,110,332,,Active,,,http://www.redfin.com/NY/White-Plains/15-Quincy-Ln-10605/home/20181822,OneKey,H6011814,N,Y,40.99689,-73.7314893
MLS Listing,,Single Family Residential,3 Dunderave Rd,White Plains,NY,10603,505000,4,2.5,White Plains,1400,7976,1955,110,361,,Active,,,http://www.redfin.com/NY/White-Plains/3-Dunderave-Rd-10603/home/20129484,OneKey,H6010870,N,Y,41.0517391,-73.7796161
MLS Listing,,Condo/Co-op,300 Mamaroneck Ave #502,White Plains,NY,10605,399900,1,1.0,Jefferson Place,900,,2006,111,444,575,Active,,,http://www.redfin.com/NY/White-Plains/300-Mamaroneck-Ave-10605/unit-502/home/170493468,OneKey,H6011719,N,Y,41.024812,-73.7638739
MLS Listing,,Condo/Co-op,10 N Broadway Unit 4J,White Plains,NY,10601,143000,1,1.0,Tibbetts Park,815,20830,1954,111,175,1068,Active,,,http://www.redfin.com/NY/White-Plains/10-N-Broadway-10601/unit-4J/home/21823791,OneKey,H6011649,N,Y,41.0349078,-73.7628167
MLS Listing,,Single Family Residential,9 Randolph Rd,White Plains,NY,10607,400000,2,1.5,White Plains,1176,7401,1939,112,340,,Active,,,http://www.redfin.com/NY/White-Plains/9-Randolph-Rd-10607/home/20126275,OneKey,H6010370,N,Y,41.0417078,-73.7799723
MLS Listing,,Condo/Co-op,101 Old Mamaroneck Rd Unit 1C7,White Plains,NY,10605,239000,1,1.0,The Claridge,800,,1953,112,299,870,Active,,,http://www.redfin.com/NY/White-Plains/101-Old-Mamaroneck-Rd-10605/unit-1C7/home/53610171,OneKey,H6010440,N,Y,41.0187538,-73.7601967
MLS Listing,,Single Family Residential,165 Hillair Cir,White Plains,NY,10605,1250000,4,5.0,Hillair Circle,4048,71351,1958,112,309,,Active,,,http://www.redfin.com/NY/White-Plains/165-Hillair-Cir-10605/home/20015955,OneKey,H6011095,N,Y,40.9982597,-73.755738
MLS Listing,,Condo/Co-op,325 Main St Unit 5E,White Plains,NY,10601,120000,0,1.0,The Whitefield House,650,,1954,114,185,461,Active,,,http://www.redfin.com/NY/White-Plains/325-Main-St-10601/unit-5E/home/21826475,OneKey,H6010714,N,Y,41.0349685,-73.7621732
MLS Listing,,Condo/Co-op,4 Martine Ave Ph 115,White Plains,NY,10606,435000,1,1.0,The Seasons Condomimium,773,,1990,115,563,547,Active,,,http://www.redfin.com/NY/White-Plains/4-Martine-Ave-10606/unit-115/home/20190071,OneKey,H6010263,N,Y,41.0300922,-73.7730517
MLS Listing,,Condo/Co-op,500 High Point Dr #813,Hartsdale,NY,10530,387000,2,1.5,High Point Of Hartsdale,1283,,1975,115,302,703,Active,,,http://www.redfin.com/NY/Hartsdale/500-High-Point-Dr-10530/unit-813/home/20126711,OneKey,H6008832,N,Y,41.0335731,-73.7879498
MLS Listing,,Condo/Co-op,56 Doyer Unit 2B,White Plains,NY,10605,155000,1,1.0,Tiffany Towers,840,,1966,115,185,924,Active,,,http://www.redfin.com/NY/White-Plains/56-Doyer-Ave-10605/unit-2B/home/28461111,OneKey,H6009404,N,Y,41.0229189,-73.7627248
MLS Listing,,Condo/Co-op,292 Main Unit 4H,White Plains,NY,10601,319900,2,1.0,Broadpark Lodge,1100,,1927,115,291,983,Active,,,http://www.redfin.com/NY/White-Plains/292-Main-St-10601/unit-4H/home/54974447,OneKey,H6008295,N,Y,41.0345762,-73.7621743
MLS Listing,,Single Family Residential,6 Dunderave Rd,White Plains,NY,10603,595000,4,2.5,Wyndover Park,1549,7697,1954,117,384,,Active,,,http://www.redfin.com/NY/White-Plains/6-Dunderave-Rd-10603/home/19994325,OneKey,H6008537,N,Y,41.0513118,-73.7798459
MLS Listing,,Single Family Residential,14 Antony Rd,White Plains,NY,10605,759000,4,5.0,White Plains,2607,8594,1933,117,291,,Active,,,http://www.redfin.com/NY/White-Plains/14-Antony-Rd-10605/home/20184098,OneKey,H6009278,N,Y,41.0167144,-73.7387527
MLS Listing,,Single Family Residential,30 Dupont Ave,White Plains,NY,10605,1795000,6,4.0,Gedney Farms,4200,19846,1924,118,427,,Active,,,http://www.redfin.com/NY/White-Plains/30-Dupont-Ave-10605/home/20184880,OneKey,H6007550,N,Y,41.0069853,-73.7492797
MLS Listing,,Single Family Residential,2 Hunting Ridge Rd,White Plains,NY,10605,595000,2,1.0,White Plains,1403,20325,1929,118,424,,Active,,,http://www.redfin.com/NY/White-Plains/2-Hunting-Ridge-Rd-10605/home/20182560,OneKey,H6008849,N,Y,40.9995554,-73.7480845
MLS Listing,,Single Family Residential,11 Woodhollow Rd,White Plains,NY,10605,839000,2,2.5,White Plains,1800,3777,1987,119,466,675,Active,,,http://www.redfin.com/NY/White-Plains/11-Woodhollow-Rd-10605/home/20185573,OneKey,H6005395,N,Y,41.0145643,-73.7302481
MLS Listing,,Condo/Co-op,10 Stewart Pl Unit 4EW,White Plains,NY,10603,384000,1,1.0,Stewart Place,886,,1988,119,433,661,Active,,,http://www.redfin.com/NY/White-Plains/10-Stewart-Pl-10603/unit-4EW/home/20191491,OneKey,H6004119,N,Y,41.0380018,-73.762449
MLS Listing,,Condo/Co-op,10 City Pl Unit 14D,White Plains,NY,10601,849000,2,2.5,Trump Tower City Center,1547,23958,2005,122,549,1547,Active,,,http://www.redfin.com/NY/White-Plains/10-City-Pl-10601/unit-14D/home/20010149,OneKey,H6007372,N,Y,41.0322613,-73.7644255
MLS Listing,,Condo/Co-op,5 Renaissance Sq Unit 20G,White Plains,NY,10601,1725000,3,3.5,Ritz Carlton,2139,2614,2008,122,806,2350,Active,,,http://www.redfin.com/NY/White-Plains/5-Renaissance-Sq-10601/unit-20G/home/26767707,OneKey,H6005466,N,Y,41.0333686,-73.7678268
MLS Listing,,Condo/Co-op,1 Renaissance Sq Unit 11D,White Plains,NY,10601,1299888,2,2.5,The Ritz-Carlton,1707,74356920,2007,122,762,1659,Active,,,http://www.redfin.com/NY/White-Plains/1-Renaissance-Sq-10601/unit-11D/home/23049113,OneKey,H6008031,N,Y,41.0331361,-73.7675935
MLS Listing,,Single Family Residential,23 Broadview Ave,White Plains,NY,10607,379400,3,1.5,White Plains,1526,10681,1930,122,249,,Active,,,http://www.redfin.com/NY/White-Plains/23-Broadview-Ave-10607/home/20126085,OneKey,H6007912,N,Y,41.0436933,-73.8063636
MLS Listing,,Multi-Family (2-4 Unit),96 N Broadway,White Plains,NY,10603,725000,5,3.0,White Plains,3200,10441,1776,123,227,,Active,,,http://www.redfin.com/NY/White-Plains/96-N-Broadway-10603/home/20191968,OneKey,H6007650,N,Y,41.0407542,-73.7672982
MLS Listing,,Condo/Co-op,30 N Broadway Unit 1A,White Plains,NY,10601,169999,1,1.0,The Weskora,800,,1957,123,212,733,Active,,,http://www.redfin.com/NY/White-Plains/30-N-Broadway-10601/unit-1A/home/53613544,OneKey,H6006859,N,Y,41.036071,-73.763807
MLS Listing,,Single Family Residential,18 Southminster Dr,White Plains,NY,10604,519999,2,1.0,White Plains,1176,5876,1938,124,442,,Active,,,http://www.redfin.com/NY/White-Plains/18-Southminster-Dr-10604/home/20188579,OneKey,H6006939,N,Y,41.0459111,-73.7588867
MLS Listing,,Condo/Co-op,10 Stewart Pl Unit 10BE,White Plains,NY,10603,435000,1,2.0,Stewart Place,1158,,1988,124,376,768,Active,,,http://www.redfin.com/NY/White-Plains/10-Stewart-Pl-10603/unit-10BE/home/170388114,OneKey,H5130081,N,Y,41.0380018,-73.762449
MLS Listing,,Single Family Residential,225 Rock Creek Ln,Scarsdale,NY,10583,1620000,5,3.5,Scarsdale,3247,14884,1937,125,499,,Active,,,http://www.redfin.com/NY/Scarsdale/225-Rock-Creek-Ln-10583/home/20053973,OneKey,H6006962,N,Y,40.9953578,-73.7610471
MLS Listing,,Condo/Co-op,155 Ferris Ave Unit 11A,White Plains,NY,10603,149900,1,1.0,Summit House,800,250000,1967,127,187,610,Active,,,http://www.redfin.com/NY/White-Plains/155-Ferris-Ave-10603/unit-11A/home/21450580,OneKey,H6006046,N,Y,41.0407808,-73.7745374
MLS Listing,,Multi-Family (2-4 Unit),147 Lake St,White Plains,NY,10604,1185000,8,4.0,White Plains,4000,22852,1954,129,296,,Active,,,http://www.redfin.com/NY/White-Plains/147-Lake-St-10604/home/20013150,OneKey,H6005086,N,Y,41.0421639,-73.753921
MLS Listing,,Condo/Co-op,10 Nosband Ave Unit 6J,White Plains,NY,10605,169000,1,1.0,Bristol House,850,,1930,129,199,796,Active,,,http://www.redfin.com/NY/White-Plains/10-Nosband-Ave-10605/unit-6J/home/170327965,OneKey,H5127493,N,Y,41.0209856,-73.7599669
MLS Listing,,Condo/Co-op,10 Cottage Pl Unit 4G,White Plains,NY,10601,385000,1,1.0,Pavilion,834,,1985,130,462,585,Active,,,http://www.redfin.com/NY/White-Plains/10-Cottage-Pl-10601/unit-4G/home/20191314,OneKey,H5121041,N,Y,41.034798,-73.7689759
MLS Listing,,Condo/Co-op,5 Renaissance Sq Unit 8D,White Plains,NY,10601,3000000,4,4.5,Ritz Carlton,3714,2614,2008,131,808,4259,Active,,,http://www.redfin.com/NY/White-Plains/5-Renaissance-Sq-10601/unit-8D/home/26767552,OneKey,H6003071,N,Y,41.0333686,-73.7678268
MLS Listing,,Condo/Co-op,90 Bryant Ave Unit 1D,White Plains,NY,10605,184000,1,1.0,Surrey Strathmore,825,97330,1939,132,223,858,Active,,,http://www.redfin.com/NY/White-Plains/90-Bryant-Ave-10605/unit-1D/home/170279917,OneKey,H6004052,N,Y,41.0195136,-73.759875
MLS Listing,,Condo/Co-op,300 Mamaroneck Ave #436,White Plains,NY,10605,379000,1,1.0,Jefferson,862,,2006,132,440,563,Active,,,http://www.redfin.com/NY/White-Plains/300-Mamaroneck-Ave-10605/unit-436/home/113580703,OneKey,H6002832,N,Y,41.024812,-73.7638739
MLS Listing,,Condo/Co-op,5 Barker Ave #910,White Plains,NY,10601,370000,1,1.0,La Reserve Condominium,800,,1982,136,463,558,Active,,,http://www.redfin.com/NY/White-Plains/5-Barker-Ave-10601/unit-910/home/170269638,OneKey,H5127243,N,Y,41.035292,-73.770092
MLS Listing,,Single Family Residential,36 Twin Pond Ln,White Plains,NY,10607,1350000,4,2.5,Worthington Estates,3200,20904,1989,136,422,,Active,,,http://www.redfin.com/NY/White-Plains/36-Twin-Pond-Ln-10607/home/20128971,OneKey,H6003344,N,Y,41.0375457,-73.8312924
MLS Listing,,Condo/Co-op,5 Renaissance Sq Unit 26G,White Plains,NY,10601,1795000,3,3.5,Ritz Carlton,2139,,2008,137,839,2453,Active,,,http://www.redfin.com/NY/White-Plains/5-Renaissance-Sq-10601/unit-26G/home/26767741,OneKey,H6002981,N,Y,41.0333686,-73.7678268
MLS Listing,,Condo/Co-op,1 Renaissance Sq Unit 7G,White Plains,NY,10601,727000,1,1.5,Ritz Carlton,1255,436,2007,137,579,1288,Active,,,http://www.redfin.com/NY/White-Plains/1-Renaissance-Sq-10601/unit-7G/home/143026958,OneKey,H6002913,N,Y,41.0331361,-73.7675935
MLS Listing,,Condo/Co-op,1 Renaissance Sq Unit 7F,White Plains,NY,10601,660000,1,1.5,Ritz Carlton,1138,436,2007,137,580,1138,Active,,,http://www.redfin.com/NY/White-Plains/1-Renaissance-Sq-10601/unit-7F/home/119895662,OneKey,H6002912,N,Y,41.0331361,-73.7675935
MLS Listing,,Single Family Residential,17 Morton Pl,White Plains,NY,10603,750000,4,2.0,White Plains,2848,112385,1960,138,263,,Active,,,http://www.redfin.com/NY/White-Plains/17-Morton-Pl-10603/home/20132419,OneKey,H5127959,N,Y,41.0638947,-73.7972873
MLS Listing,,Multi-Family (2-4 Unit),73 Washington Ave N,White Plains,NY,10603,739000,6,2.0,White Plains,2300,6464,1954,140,321,,Active,,,http://www.redfin.com/NY/White-Plains/73-Washington-Ave-N-10603/home/56350143,OneKey,H6001857,N,Y,41.060587,-73.7715269
MLS Listing,,Single Family Residential,129 Cushman Rd,Scarsdale,NY,10583,3495000,7,7.5,Scarsdale,7853,21780,2020,140,445,,Active,,,http://www.redfin.com/NY/Scarsdale/129-Cushman-Rd-10583/home/113880417,OneKey,H6001502,N,Y,41.0073223,-73.7719583
MLS Listing,,Condo/Co-op,5 Renaissance Sq Unit 41PH10CG,White Plains,NY,10601,9500000,6,7.0,Ritz Carlton,11000,,2008,147,864,12340,Active,,,http://www.redfin.com/NY/White-Plains/5-Renaissance-Sq-10601/unit-41PH10CG/home/170175172,OneKey,H5130063,N,Y,41.0333686,-73.7678268
MLS Listing,,Single Family Residential,6 Washington Ave N,Valhalla,NY,10603,450000,4,1.0,Valhalla,1800,8516,1910,150,250,,Active,,,http://www.redfin.com/NY/White-Plains/6-Washington-Ave-N-10603/home/56350608,OneKey,H5127984,N,Y,41.0573296,-73.7696883
MLS Listing,,Single Family Residential,28 Rosemont Blvd,White Plains,NY,10607,375000,2,2.0,White Plains,1080,4866,1970,151,347,,Active,,,http://www.redfin.com/NY/White-Plains/28-Rosemont-Blvd-10607/home/20132799,OneKey,H5129298,N,Y,41.0427683,-73.793266
MLS Listing,,Condo/Co-op,25 Franklin Ave Unit 3L,White Plains,NY,10601,88500,0,1.0,Franklin Towers,575,,1966,154,154,685,Active,,,http://www.redfin.com/NY/White-Plains/25-Franklin-Ave-10601/unit-3L/home/144873520,OneKey,H5128771,N,Y,41.033822,-73.7606104
MLS Listing,,Condo/Co-op,23 City Pl Unit THA,White Plains,NY,10601,1175000,3,3.5,The Lofts At City Place,3000,,2005,154,392,3400,Active,,,http://www.redfin.com/NY/White-Plains/23-City-Pl-10601/unit-THA/home/147178942,OneKey,H5128751,N,Y,41.031964,-73.7647269
MLS Listing,,Condo/Co-op,3 Bryant Cres Unit 1H,White Plains,NY,10605,79000,0,1.0,Bryant Gardens,450,,1952,157,176,500,Active,,,http://www.redfin.com/NY/White-Plains/3-Bryant-Cres-10605/unit-1H/home/21824026,OneKey,H5127579,N,Y,41.0190707,-73.7539533
MLS Listing,,Condo/Co-op,101 Old Mamaroneck Rd Unit 1B4,White Plains,NY,10605,250000,1,1.0,The Claridge,950,,1954,159,263,1083,Active,,,http://www.redfin.com/NY/White-Plains/101-Old-Mamaroneck-Rd-10605/unit-1B4/home/21450477,OneKey,H5127035,N,Y,41.0187538,-73.7601967
MLS Listing,,Single Family Residential,23 Drago Way,White Plains,NY,10607,2000000,4,4.0,Westchester View Ln Exte,5000,42689,2020,162,400,,Active,,,http://www.redfin.com/NY/White-Plains/Unknown-10607/home/52269779,OneKey,H5126770,N,Y,41.029433,-73.829525
MLS Listing,,Condo/Co-op,1 Renaissance Sq Unit 31A,White Plains,NY,10601,899000,2,2.5,Ritz Carlton,1453,,2007,165,619,1605,Active,,,http://www.redfin.com/NY/White-Plains/1-Renaissance-Sq-10601/unit-31A/home/23076187,OneKey,H5125827,N,Y,41.0331361,-73.7675935
MLS Listing,,Single Family Residential,405 Old Kensico Rd,White Plains,NY,10603,539000,3,3.0,White Plains,1568,21667,2003,170,344,,Active,,,http://www.redfin.com/NY/White-Plains/405-Old-Kensico-Rd-10603/home/20017716,OneKey,H5125113,N,Y,41.0456362,-73.7766746
MLS Listing,,Condo/Co-op,25 City Pl Unit 3A,White Plains,NY,10601,720000,2,2.0,The Lofts At City Center,1469,,2005,172,490,1555,Active,,,http://www.redfin.com/NY/White-Plains/25-City-Pl-10601/unit-3A/home/20009003,OneKey,H5124593,N,Y,41.032069,-73.764832
MLS Listing,,Single Family Residential,30 Maryton Rd,White Plains,NY,10603,354000,2,1.0,White Plains,1325,10990,1939,174,267,,Active,,,http://www.redfin.com/NY/White-Plains/30-Maryton-Rd-10603/home/20130880,OneKey,H5123892,N,Y,41.0585563,-73.7771342
MLS Listing,,Single Family Residential,134 Woodbrook Rd,White Plains,NY,10605,949900,2,3.5,The Ridgeway,2229,4626,1996,175,426,675,Active,,,http://www.redfin.com/NY/White-Plains/134-Woodbrook-Rd-10605/home/20185566,OneKey,H5123641,N,Y,41.012559,-73.72876
MLS Listing,,Single Family Residential,25 Whitewood Rd,White Plains,NY,10603,675000,3,2.0,White Plains,1750,20517,1956,202,386,,Active,,,http://www.redfin.com/NY/White-Plains/25-Whitewood-Rd-10603/home/20132461,OneKey,H5117836,N,Y,41.0629211,-73.7942541
MLS Listing,,Vacant Land,1649 Hall Ave,White Plains,NY,10604,145000,0,,White Plains,,15033,,202,,,Active,,,http://www.redfin.com/NY/White-Plains/1649-Hall-Ave-10604/home/20081799,OneKey,H5118459,N,Y,41.0551892,-73.7513942
MLS Listing,,Condo/Co-op,10 N Broadway Unit 1C,White Plains,NY,10601,139000,2,1.0,Tibbets Park,875,,1954,206,159,1647,Active,,,http://www.redfin.com/NY/White-Plains/10-N-Broadway-10601/unit-1C/home/53611440,OneKey,H5117453,N,Y,41.0349078,-73.7628167
MLS Listing,,Single Family Residential,20 Valley Rd,White Plains,NY,10604,559900,3,1.0,Woodcrest Heights,1446,8773,1925,208,387,,Active,,,http://www.redfin.com/NY/White-Plains/20-Valley-Rd-10604/home/20188200,OneKey,H5116424,N,Y,41.040555,-73.7581958
MLS Listing,,Single Family Residential,82 Riverdale Ave,White Plains,NY,10607,475000,3,2.0,White Plains,1146,8311,1985,208,414,,Active,,,http://www.redfin.com/NY/White-Plains/82-Riverdale-Ave-10607/home/20132395,OneKey,H5115777,N,Y,41.0451767,-73.7940014
MLS Listing,,Single Family Residential,22 Dekalb Ave,White Plains,NY,10605,699000,3,2.0,White Plains,2042,6233,1924,208,342,,Active,,,http://www.redfin.com/NY/White-Plains/22-Dekalb-Ave-10605/home/20188099,OneKey,H5111122,N,Y,41.0279152,-73.7607713
MLS Listing,,Single Family Residential,30 Fairview Rd,Scarsdale,NY,10583,1820000,5,4.5,Scarsdale,3618,16553,1953,209,503,,Active,,,http://www.redfin.com/NY/Scarsdale/30-Fairview-Rd-10583/home/20058186,OneKey,H5115292,N,Y,41.0110297,-73.7755945
MLS Listing,,Multi-Family (2-4 Unit),57 Washington Ave N,White Plains,NY,10603,439000,4,2.0,White Plains,1600,,1900,210,274,,Active,,,http://www.redfin.com/NY/White-Plains/57-Washington-Ave-N-10603/home/20085003,OneKey,H5111260,N,Y,41.059977,-73.770182
MLS Listing,,Condo/Co-op,12 Old Mamaroneck Rd Unit 3N,White Plains,NY,10605,149900,1,1.0,Crystal House,839,33432,1960,210,179,787,Active,,,http://www.redfin.com/NY/White-Plains/12-Old-Mamaroneck-Rd-10605/unit-3N/home/169587197,OneKey,H5114973,N,Y,41.022572,-73.762449
MLS Listing,,Condo/Co-op,2 Overlook Rd Unit 2D3,White Plains,NY,10605,225000,1,1.0,The Gaylord,1000,,1952,215,225,1196,Active,,,http://www.redfin.com/NY/White-Plains/2-Overlook-Rd-10605/unit-2D3/home/21826070,OneKey,H5111885,N,Y,41.0188753,-73.7589097
MLS Listing,,Condo/Co-op,15 Stewart Pl Unit 12E,White Plains,NY,10603,419000,2,2.0,Heritage Towers,1178,1178,1972,220,356,605,Active,,,http://www.redfin.com/NY/White-Plains/15-Stewart-Pl-10603/unit-12E/home/20189224,OneKey,H5105667,N,Y,41.0378406,-73.7634602
MLS Listing,,Condo/Co-op,205 W Post Rd Unit 2K,White Plains,NY,10606,163000,2,1.0,"Netherland Gardens,Llc",900,,1953,221,181,1083,Active,,,http://www.redfin.com/NY/White-Plains/205-W-Post-Rd-10606/unit-2K/home/58794245,OneKey,H5105752,N,Y,41.0197331,-73.7761229
